797,責,11,blame,seki,se-meru
798,貸,12,lend,tai,ka-su
799,貿,12,trade,bō,
800,賀,12,congratulations,ga,
801,資,13,resources,shi,
802,賛,15,approve,san,
803,質,15,quality,shitsu,
804,輸,16,transport,yu,
805,述,8,mention,jutsu,no-beru
806,迷,9,astray,mei,mayo-u
807,退,9,retreat,tai,shirizo-ku
808,逆,9,inverted,gyaku,saka-rau
809,造,10,create,zō,tsuku-ru
810,過,12,overdo,ka,ayama-chi
811,適,14,suitable,teki,
812,酸,14,acid,san,
813,鉱,13,mineral,kō,
814,銅,14,copper,dō,
815,銭,14,coin,sen,zeni
816,防,7,resist,bō,fuse-gu
817,限,9,limit,gen,kagi-ru
818,険,11,precipitous,ken,kewa-shii
819,際,14,occasion,sai,kiwa
820,雑,14,miscellaneous,zatsu,
821,非,8,negative,hi,ara-zu
822,預,13,deposit,yo,azu-keru
823,領,14,territory,ryō,
824,額,18,amount,gaku,hitai
825,飼,13,domesticate,shi,ka-u
